    0           1.33417200           -77.501746                    0 
    1           1.14571300           -77.576061            -0.074315 
    2           1.66669600           -77.601097           -0.0993512 
    3           1.59242400           -77.655629            -0.153883 
    4           1.25038000           -77.779476            -0.277731 
    5           3.65807800           -77.662739            -0.160994 
    6           1.66248000           -77.809312            -0.307567 
    7           0.48309800           -77.865466            -0.363721 
    8           0.59195400           -77.869091            -0.367345 
    9           0.44903700           -77.879274            -0.377528 
   10           0.64231400           -77.888213            -0.386467 
   11           0.51702400           -77.901920            -0.400175 
   12           0.43289900           -77.925562            -0.423816 
   13           0.45062800           -77.927263            -0.425517 
   14           0.56179100           -77.936285            -0.434539 
   15           0.42846900           -77.936563            -0.434817 
   16           0.22622800           -77.947833            -0.446087 
   17           0.29875200           -77.949070            -0.447324 
   18           0.17863900           -77.956063            -0.454317 
   19           0.37033200           -77.960130            -0.458384 
   20           0.20396700           -77.965026             -0.46328 
   21           0.38300300           -77.965730            -0.463984 
   22           0.34521600           -77.970221            -0.468475 
   23           0.27920300           -77.975565            -0.473819 
   24           0.26196800           -77.976002            -0.474256 
   25           0.19866600           -77.981003            -0.479257 
   26           0.43200000           -77.985454            -0.483708 
   27           0.15402000           -77.988229            -0.486484 
   28           0.18787500           -77.988526             -0.48678 
   29           0.14173500           -77.989357            -0.487611 
   30           0.15490700           -77.990739            -0.488993 
   31           0.20291700           -77.990831            -0.489085 
   32           0.16803700           -77.991813            -0.490067 
   33           0.15124800           -77.993663            -0.491917 
   34           0.38859900           -77.992574            -0.490828 
   35           0.21470000           -77.993996             -0.49225 
   36           0.10301400           -77.994822            -0.493076 
   37           0.10637100           -77.994868            -0.493123 
   38           0.09804700           -77.995352            -0.493606 
   39           0.09599600           -77.996442            -0.494696 
   40           0.14010100           -77.996971            -0.495225 
   41           0.13224700           -77.997463            -0.495717 
   42           0.12900600           -77.997523            -0.495777 
   43           0.08378700           -77.998222            -0.496476 
   44           0.11828600           -77.998520            -0.496774 
   45           0.09519500           -77.999114            -0.497368 
   46           0.11613500           -77.999359            -0.497614 
   47           0.10523400           -77.999413            -0.497668 
   48           0.08871100           -78.000038            -0.498292 
   49           0.11708300           -78.000164            -0.498418 
   50           0.07349900           -78.000696            -0.498951 
   51           0.10036300           -78.000904            -0.499158 
   52           0.08071900           -78.000932            -0.499186 
   53           0.04303300           -78.001195            -0.499449 
   54           0.05072800           -78.001227            -0.499481 
   55           0.05145200           -78.001427            -0.499681 
   56           0.10349900           -78.001541            -0.499795 
   57           0.09307500           -78.001652            -0.499906 
   58           0.05973000           -78.001908            -0.500162 
   59           0.05360200           -78.002032            -0.500287 
   60           0.04530800           -78.002050            -0.500304 
   61           0.03348700           -78.002117            -0.500371 
   62           0.04863500           -78.002184            -0.500438 
   63           0.04262200           -78.002246            -0.500501 
   64           0.05124700           -78.002333            -0.500587 
   65           0.02917800           -78.002431            -0.500685 
   66           0.02841700           -78.002476             -0.50073 
   67           0.02501500           -78.002521            -0.500776 
   68           0.06875600           -78.002572            -0.500826 
   69           0.06188800           -78.002605            -0.500859 
   70           0.04235300           -78.002687            -0.500941 
   71           0.03296900           -78.002775            -0.501029 
   72           0.03864900           -78.002781            -0.501035 
   73           0.03349300           -78.002833            -0.501088 
   74           0.04710000           -78.002901            -0.501156 
   75           0.03338300           -78.002968            -0.501222 
   76           0.03595000           -78.003046              -0.5013 
   77           0.03088900           -78.003092            -0.501346 
   78           0.03085800           -78.003099            -0.501354 
   79           0.02449000           -78.003155            -0.501409 
   80           0.03492000           -78.003223            -0.501477 
   81           0.02117200           -78.003246              -0.5015 
   82           0.02094600           -78.003245              -0.5015 
   83           0.01653600           -78.003262            -0.501516 
   84           0.01397800           -78.003289            -0.501543 
   85           0.01843700           -78.003289            -0.501543 
   86           0.01325600           -78.003303            -0.501558 
   87           0.01828800           -78.003304            -0.501558 
   88           0.01722900           -78.003320            -0.501574 
   89           0.02381100           -78.003321            -0.501575 
   90           0.01903400           -78.003331            -0.501586 
   91           0.01186000           -78.003351            -0.501605 
   92           0.01414900           -78.003353            -0.501607 
   93           0.01383600           -78.003363            -0.501617 
   94           0.01657500           -78.003387            -0.501641 
   95           0.04271300           -78.003407            -0.501661 
   96           0.04097000           -78.003409            -0.501663 
   97           0.03660600           -78.003419            -0.501673 
   98           0.03114800           -78.003435            -0.501689 
   99           0.03073700           -78.003455             -0.50171 
  100           0.03531100           -78.003455             -0.50171 
  101           0.03231000           -78.003461            -0.501715 
  102           0.02631400           -78.003476             -0.50173 
  103           0.01896200           -78.003508            -0.501762 
  104           0.03928100           -78.003524            -0.501778 
  105           0.02943600           -78.003525            -0.501779 
  106           0.02524500           -78.003553            -0.501807 
  107           0.04378100           -78.003600            -0.501854 
  108           0.02762900           -78.003627            -0.501881 
  109           0.01836500           -78.003655            -0.501909 
  110           0.01569500           -78.003655            -0.501909 
  111           0.01453700           -78.003666             -0.50192 
  112           0.01494800           -78.003691            -0.501946 
  113           0.02512400           -78.003716             -0.50197 
  114           0.01535300           -78.003749            -0.502003 
  115           0.02633800           -78.003765            -0.502019 
  116           0.02460000           -78.003798            -0.502052 
  117           0.02920900           -78.003850            -0.502104 
  118           0.03235200           -78.003878            -0.502133 
  119           0.01712400           -78.003881            -0.502135 
  120           0.01516400           -78.003908            -0.502162 
  121           0.02360500           -78.003917            -0.502171 
  122           0.00743700           -78.003944            -0.502198 
